Precinct Name,Voting District,Type,One Race,White,Black,Native American,Asian,Pacific Islander,Other,Two or more,Hispanic/Latino,18+,,,
Somerset Precinct 08-002,08-002,Adj,525,473,44,2,6,0,0,29,33,479,,,
Somerset Precinct 09-001,09-001,Adj,309,275,32,1,1,0,0,19,6,291,,,
Somerset Precinct 10-001,10-001,Unadj,159,157,1,0,1,0,0,2,5,152,,,
Somerset Precinct 10-002,10-002,Unadj,35,35,0,0,0,0,0,0,1,31,,,
Somerset Precinct 11-001,11-001,Adj,132,124,8,0,0,0,0,9,2,128,,,
Somerset Precinct 12-001,12-001,Adj,719,652,53,1,6,0,7,36,15,629,,,
Somerset Precinct 13-001,13-001,Unadj,171,149,21,0,0,0,1,2,5,153,,,
Somerset Precinct 13-002,13-002,Adj,679,336,355,6,-4,-1,-13,17,39,664,,,
Somerset Precinct 13-003,13-003,Unadj,261,187,67,3,4,0,0,6,9,228,,,
Somerset Precinct 14-001,14-001,Adj,355,342,13,0,0,0,0,18,3,329,,,
Somerset Precinct 15-001,15-001,Adj,"2,184",614,"1,529",4,33,0,4,77,124,"1,963",,,
Somerset Precinct 15-002,15-002,Adj,"1,939",421,"1,471",4,34,0,9,67,110,"1,641",,,
Somerset Precinct 15-003,15-003,Unadj,138,93,42,0,2,0,1,11,1,117,,,
Talbot Precinct 01-001,01-001,Adj,"5,349","4,327",891,11,92,0,28,172,514,"5,018",,,
Talbot Precinct 01-002,01-002,Adj,"6,069","5,111",776,6,135,4,37,267,"1,119","6,085",,,
Talbot Precinct 01-003,01-003,Adj,"3,763","2,657",924,5,151,5,21,146,781,"3,499",,,
Talbot Precinct 01-005,01-005,Adj,"3,584","3,171",334,6,62,0,11,137,337,"3,314",,,
Talbot Precinct 02-001,02-001,Adj,"2,744","2,413",285,6,22,0,18,86,98,"2,488",,,
Talbot Precinct 02-002,02-002,Unadj,686,674,12,0,0,0,0,13,17,621,,,
Talbot Precinct 02-003,02-003,Adj,"1,406","1,263",132,0,9,2,0,33,73,"1,324",,,
Talbot Precinct 03-001,03-001,Adj,"2,885","2,312",516,6,33,0,18,93,185,"2,521",,,
Talbot Precinct 03-003,03-003,Unadj,"1,050","1,005",31,0,8,0,6,12,40,"1,003",,,
Talbot Precinct 04-001,04-001,Adj,"3,787","3,486",262,2,15,0,22,151,150,"3,278",,,
Talbot Precinct 05-001,05-001,Adj,870,803,60,0,6,0,1,37,22,809,,,
Talbot Precinct 05-002,05-002,Adj,880,864,8,3,3,0,2,22,20,794,,,
Washington Precinct 01-001,01-001,Adj,"2,925","2,892",16,2,11,0,4,114,71,"2,507",,,
Washington Precinct 02-001,02-001,Adj,"4,703","4,279",248,8,146,2,20,222,176,"4,007",,,
Washington Precinct 03-001,03-001,Adj,"1,219",946,244,6,7,0,16,82,75,"1,224",,,
Washington Precinct 03-002,03-002,Adj,"1,650","1,297",323,5,15,1,9,155,200,"1,509",,,
Washington Precinct 03-003,03-003,Adj,"2,389","1,844",497,4,25,2,17,290,311,"2,086",,,
Washington Precinct 03-004,03-004,Adj,"2,187","1,439",676,12,30,2,28,270,353,"1,910",,,
Washington Precinct 04-001,04-001,Adj,"2,934","2,885",22,1,22,1,3,91,44,"2,438",,,
Washington Precinct 05-001,05-001,Adj,"3,165","3,115",14,10,19,4,3,114,34,"2,682",,,
Washington Precinct 06-001,06-001,Adj,"2,466","2,399",23,1,36,0,7,118,101,"2,196",,,
Washington Precinct 06-002,06-002,Adj,"3,452","3,265",119,4,43,2,19,171,179,"2,861",,,
Washington Precinct 07-001,07-001,Adj,"3,049","2,975",40,8,15,0,11,127,119,"2,645",,,
Washington Precinct 07-002,07-002,Adj,"2,661","2,505",100,9,36,0,11,123,194,"2,157",,,
Washington Precinct 08-001,08-001,Adj,"2,316","2,270",18,5,15,0,8,101,72,"1,965",,,
Washington Precinct 09-001,09-001,Unadj,"2,705","2,657",29,4,14,0,1,114,82,"2,298",,,
Washington Precinct 10-001,10-001,Adj,"3,945","3,256",595,13,83,0,-2,172,327,"3,663",,,
Washington Precinct 10-002,10-002,Adj,"4,179","3,134",715,2,289,9,30,245,509,"3,656",,,
Washington Precinct 10-003,10-003,Adj,"1,714","1,421",192,5,88,0,8,120,198,"1,648",,,
Washington Precinct 10-004,10-004,Adj,984,909,52,0,13,0,10,22,33,923,,,
Washington Precinct 10-005,10-005,Unadj,57,38,9,0,5,0,5,4,13,48,,,
Washington Precinct 11-001,11-001,Adj,"1,041",997,35,1,8,0,0,31,39,877,,,
Washington Precinct 11-002,11-002,Unadj,610,591,4,4,1,0,10,33,14,544,,,
Washington Precinct 12-001,12-001,Adj,"2,728","2,464",252,4,23,2,-17,127,145,"2,469",,,
Washington Precinct 13-001,13-001,Adj,"3,586","3,476",69,7,28,2,4,129,104,"3,063",,,
Washington Precinct 13-002,13-002,Adj,"2,325","1,952",278,2,81,0,12,118,174,"2,002",,,
Washington Precinct 14-001,14-001,Adj,"1,109","1,087",10,2,7,1,2,38,26,930,,,
Washington Precinct 14-002,14-002,Adj,"1,176","1,138",22,3,12,0,1,48,42,996,,,
Washington Precinct 15-001,15-001,Adj,"1,947","1,914",16,3,6,1,7,79,34,"1,619",,,
Washington Precinct 16-001,16-001,Adj,"3,508","3,270",82,5,134,0,17,144,148,"3,146",,,
Washington Precinct 17-001,17-001,Adj,"6,296","4,809","1,254",9,167,0,57,512,834,"5,945",,,
Washington Precinct 18-001,18-001,Adj,"2,617","2,495",56,3,44,2,17,151,119,"2,220",,,
Washington Precinct 18-002,18-002,Adj,"2,869","2,636",171,3,49,4,6,174,235,"2,654",,,
Washington Precinct 18-003,18-003,Adj,"3,979","2,857",813,2,281,1,25,260,344,"3,511",,,
Washington Precinct 18-004,18-004,Unadj,779,451,238,1,86,0,3,63,74,700,,,
Washington Precinct 19-001,19-001,Adj,"2,428","2,366",35,6,12,1,8,103,38,"1,969",,,
Washington Precinct 20-001,20-001,Adj,"2,028","1,997",10,3,9,1,8,53,34,"1,742",,,
Washington Precinct 21-001,21-001,Adj,"3,436","2,553",742,5,91,5,40,249,335,"2,993",,,
Washington Precinct 21-002,21-002,Adj,"2,682","2,190",385,0,89,0,18,163,233,"2,482",,,
Washington Precinct 21-003,21-003,Adj,"1,432","1,211",172,3,26,3,17,127,127,"1,312",,,
Washington Precinct 22-001,22-001,Adj,"3,154","2,215",834,12,41,3,49,343,446,"2,892",,,
Washington Precinct 22-002,22-002,Adj,"2,986","2,045",775,5,135,2,24,247,378,"2,694",,,
Washington Precinct 23-001,23-001,Adj,"4,782","4,625",100,13,18,2,24,194,219,"4,050",,,
Washington Precinct 24-001,24-001,Adj,"1,024",850,157,1,10,3,3,54,59,987,,,
Washington Precinct 25-001,25-001,Adj,"1,283",556,709,5,7,0,6,173,165,"1,190",,,
Washington Precinct 25-002,25-002,Adj,"4,468","3,210","1,067",12,138,0,41,393,456,"3,885",,,
Washington Precinct 25-004,25-004,Adj,"3,033","2,006",842,2,146,1,36,286,383,"2,707",,,
Washington Precinct 26-001,26-001,Adj,"3,208","2,861",263,3,63,0,18,193,636,"3,065",,,
Washington Precinct 26-002,26-002,Adj,"2,426","2,210",122,2,68,1,23,123,261,"2,292",,,
Washington Precinct 26-003,26-003,Adj,"1,319","1,214",57,1,44,2,1,73,100,"1,165",,,
Washington Precinct 26-004,26-004,Adj,"2,913","2,732",130,2,45,0,4,113,157,"2,487",,,
Washington Precinct 27-001,27-001,Adj,"2,792","2,531",137,10,101,0,13,163,143,"2,472",,,
Washington Precinct 27-002,27-002,Adj,"3,990","3,255",533,4,185,1,12,210,448,"3,471",,,
Wicomico Precinct 01-001,01-001,Adj,95,90,4,0,1,0,0,6,7,78,,,
Wicomico Precinct 01-002,01-002,Adj,"1,260","1,081",153,2,24,0,0,44,30,"1,010",,,
Wicomico Precinct 01-003,01-003,Adj,"1,137","1,063",66,1,7,0,0,57,28,902,,,
Wicomico Precinct 02-001,02-001,Adj,"2,175","1,860",267,8,31,0,9,110,112,"1,906",,,
Wicomico Precinct 04-001,04-001,Adj,369,346,14,0,6,0,3,11,4,312,,,
Wicomico Precinct 04-002,04-002,Adj,782,713,43,1,20,0,5,45,35,701,,,
Wicomico Precinct 04-003,04-003,Adj,"2,253","2,060",141,7,38,1,6,113,137,"1,949",,,
Wicomico Precinct 05-001,05-001,Adj,"4,460","1,300","3,088",14,43,2,13,300,715,"3,948",,,
Wicomico Precinct 05-002,05-002,Adj,"1,149",680,437,5,24,0,3,79,109,"1,007",,,
Wicomico Precinct 05-003,05-003,Adj,"2,613","1,692",802,6,94,1,18,149,184,"2,278",,,
Wicomico Precinct 05-004,05-004,Adj,"3,783","2,487","1,130",4,139,5,18,215,287,"3,497",,,
Wicomico Precinct 05-005,05-005,Adj,"4,885","3,532","1,019",3,283,2,46,220,663,"4,661",,,
Wicomico Precinct 05-006,05-006,Adj,"2,053","1,439",480,6,119,2,7,101,156,"1,859",,,
Wicomico Precinct 05-007,05-007,Adj,"1,616","1,444",126,3,31,1,11,107,44,"1,428",,,
Wicomico Precinct 05-008,05-008,Adj,"1,471","1,254",178,3,27,2,7,49,99,"1,328",,,
Wicomico Precinct 05-009,05-009,Adj,467,423,35,2,4,0,3,14,18,390,,,
Wicomico Precinct 06-001,06-001,Adj,891,839,32,0,15,1,4,41,24,783,,,
Wicomico Precinct 07-001,07-001,Adj,"1,582","1,347",213,1,15,0,6,89,74,"1,410",,,
Wicomico Precinct 08-001,08-001,Adj,"1,685","1,514",149,0,14,2,6,65,54,"1,442",,,
Wicomico Precinct 08-002,08-002,Adj,"2,830","2,601",136,1,88,0,4,100,109,"2,417",,,
Wicomico Precinct 08-003,08-003,Unadj,446,376,64,0,3,0,3,20,22,395,,,
Wicomico Precinct 08-004,08-004,Adj,"1,529","1,231",190,7,89,0,12,84,119,"1,468",,,
Wicomico Precinct 08-005,08-005,Adj,"1,706","1,053",508,7,129,0,9,85,100,"1,512",,,
Wicomico Precinct 09-001,09-001,Adj,"2,506",470,"1,993",19,18,0,6,99,172,"2,184",,,
Wicomico Precinct 09-002,09-002,Adj,"2,603",152,"2,419",11,15,0,6,131,292,"2,147",,,
Wicomico Precinct 09-003,09-003,Adj,"3,512",598,"2,852",5,44,0,13,134,274,"2,863",,,
Wicomico Precinct 09-004,09-004,Adj,229,124,105,0,0,0,0,9,28,231,,,
Wicomico Precinct 09-005,09-005,Unadj,632,405,153,0,72,0,2,24,33,560,,,
Wicomico Precinct 09-006,09-006,Adj,"4,162","3,315",532,4,288,2,21,169,128,"3,461",,,
Wicomico Precinct 09-007,09-007,Adj,"2,081","1,081",915,5,71,0,9,127,144,"1,807",,,
Wicomico Precinct 09-008,09-008,Adj,"1,438",850,324,0,250,1,13,47,38,"1,202",,,
Wicomico Precinct 09-091,09-091,Unadj,4,4,0,0,0,0,0,1,0,2,,,
Wicomico Precinct 10-001,10-001,Adj,398,167,229,0,1,0,1,23,15,344,,,
Wicomico Precinct 10-002,10-002,Unadj,81,76,5,0,0,0,0,13,5,84,,,
Wicomico Precinct 10-003,10-003,Unadj,760,723,30,2,2,0,3,31,16,611,,,
Wicomico Precinct 11-001,11-001,Adj,260,65,191,0,4,0,0,3,12,218,,,
Wicomico Precinct 11-002,11-002,Adj,383,265,88,0,26,0,4,16,24,316,,,
Wicomico Precinct 11-003,11-003,Unadj,425,336,82,0,6,1,0,20,20,386,,,
Wicomico Precinct 11-004,11-004,Adj,"3,700","2,563",858,14,221,4,40,290,295,"3,245",,,
Wicomico Precinct 13-001,13-001,Adj,"1,406",647,741,3,10,0,5,71,194,"1,326",,,
Wicomico Precinct 13-002,13-002,Adj,"4,251","1,721","2,363",19,125,2,21,269,710,"3,791",,,
Wicomico Precinct 13-003,13-003,Adj,"5,498","4,310",944,26,187,6,25,247,312,"5,191",,,
Wicomico Precinct 13-004,13-004,Adj,"3,256","1,915","1,156",8,150,3,24,191,495,"3,267",,,
Wicomico Precinct 14-001,14-001,Adj,413,379,15,1,15,1,2,15,11,352,,,
Wicomico Precinct 14-002,14-002,Adj,"1,521","1,412",76,2,29,0,2,72,86,"1,289",,,
Wicomico Precinct 15-001,15-001,Adj,"1,929","1,543",351,4,25,0,6,100,77,"1,641",,,
Wicomico Precinct 15-002,15-002,Adj,358,296,60,0,2,0,0,15,8,281,,,
Wicomico Precinct 15-003,15-003,Adj,937,850,84,0,3,0,0,32,15,787,,,
Wicomico Precinct 16-001,16-001,Adj,464,391,68,0,1,0,4,24,18,412,,,
Wicomico Precinct 16-002,16-002,Adj,530,460,61,1,6,0,2,44,41,473,,,
Wicomico Precinct 16-003,16-003,Adj,"1,911","1,488",348,4,55,0,16,93,130,"1,656",,,
Wicomico Precinct 16-004,16-004,Adj,"1,239",748,460,5,19,0,7,75,174,"1,147",,,
Wicomico Precinct 16-005,16-005,Adj,"2,357","1,179",948,4,212,0,14,175,162,"1,897",,,
Wicomico Precinct 16-006,16-006,Adj,461,398,53,0,9,0,1,16,17,464,,,
Wicomico Precinct 17-001,17-001,Adj,"1,420","1,154",246,2,11,0,7,77,32,"1,266",,,
Worcester Precinct 01-001,01-001,Adj,"5,565","3,329","2,097",18,96,0,25,273,244,"4,692",,,
Worcester Precinct 01-002,01-002,Adj,"1,047",940,95,1,10,0,1,32,22,909,,,
Worcester Precinct 02-001,02-001,Adj,764,327,412,1,19,0,5,58,12,579,,,
Worcester Precinct 02-002,02-002,Adj,"1,802",816,956,4,16,0,10,94,86,"1,599",,,
Worcester Precinct 02-003,02-003,Unadj,641,566,65,0,10,0,0,20,10,547,,,
Worcester Precinct 02-004,02-004,Adj,681,337,333,0,10,0,1,35,57,664,,,
Worcester Precinct 02-005,02-005,Adj,"2,620","1,566","1,007",4,25,0,18,114,244,"2,155",,,
Worcester Precinct 03-001,03-001,Adj,"3,926","3,749",102,10,49,0,16,131,137,"3,480",,,
Worcester Precinct 03-002,03-002,Adj,"2,203","2,114",55,4,30,0,0,70,81,"1,977",,,
Worcester Precinct 03-003,03-003,Adj,"1,337","1,237",65,2,29,0,4,56,68,"1,152",,,
Worcester Precinct 04-001,04-001,Adj,"3,014","2,709",259,5,35,1,5,132,98,"2,612",,,
Worcester Precinct 04-002,04-002,Unadj,"1,047",995,24,2,22,0,4,29,26,849,,,
Worcester Precinct 04-003,04-003,Adj,542,506,23,2,9,0,2,25,26,482,,,
Worcester Precinct 04-004,04-004,Adj,"1,892","1,590",278,3,16,0,5,71,79,"1,657",,,
Worcester Precinct 05-001,05-001,Adj,"3,816","3,670",99,0,40,0,7,140,142,"3,553",,,
Worcester Precinct 05-002,05-002,Adj,"3,845","3,673",86,9,50,1,26,122,114,"3,452",,,
Worcester Precinct 06-001,06-001,Adj,"3,783","3,616",80,6,68,0,13,102,93,"3,476",,,
Worcester Precinct 06-002,06-002,Adj,"1,645","1,572",33,3,36,0,1,59,80,"1,400",,,
Worcester Precinct 06-003,06-003,Adj,"2,221","2,122",44,4,47,1,3,50,50,"1,949",,,
Worcester Precinct 07-001,07-001,Adj,"6,297","6,003",139,10,122,2,21,223,414,"6,287",,,
Baltimore City Precinct 01-001,01-001,Adj,"1,591","1,305",186,3,86,0,11,84,226,"1,657",,,
Baltimore City Precinct 01-002,01-002,Adj,"2,065","1,807",118,2,123,0,15,127,293,"2,176",,,
Baltimore City Precinct 01-003,01-003,Adj,"1,812","1,635",67,4,101,0,5,79,147,"1,859",,,
Baltimore City Precinct 01-004,01-004,Adj,"2,856","2,511",161,9,160,0,15,123,180,"2,918",,,
Baltimore City Precinct 01-005,01-005,Adj,"3,210","2,979",92,5,114,0,20,143,227,"3,233",,,
Baltimore City Precinct 02-001,02-001,Adj,"1,219",820,260,3,128,0,8,63,354,"1,409",,,
Baltimore City Precinct 02-002,02-002,Adj,"1,832","1,570",122,3,127,1,9,129,484,"2,148",,,
Baltimore City Precinct 02-003,02-003,Adj,"2,956","2,523",173,8,232,2,18,162,277,"3,143",,,
Baltimore City Precinct 03-001,03-001,Adj,"1,621",234,"1,330",9,41,2,5,59,245,"1,373",,,
Baltimore City Precinct 03-002,03-002,Adj,"1,223",355,773,7,85,0,3,42,47,"1,085",,,
Baltimore City Precinct 03-003,03-003,Adj,"2,838","2,062",258,12,483,0,23,165,250,"3,053",,,
Baltimore City Precinct 04-001,04-001,Adj,"2,270","1,074",716,3,458,0,19,159,193,"2,521",,,
Baltimore City Precinct 04-002,04-002,Adj,"4,387","1,734","1,726",4,889,2,32,252,342,"4,694",,,
Baltimore City Precinct 04-003,04-003,Adj,830,41,750,2,28,0,9,32,24,654,,,
Baltimore City Precinct 05-001,05-001,Adj,"1,655",49,"1,597",0,3,0,6,66,43,"1,264",,,
Baltimore City Precinct 05-002,05-002,Adj,203,10,185,0,6,0,2,5,8,192,,,
Baltimore City Precinct 06-001,06-001,Adj,"1,458",222,"1,172",10,46,0,8,92,928,"1,793",,,
Baltimore City Precinct 06-002,06-002,Adj,"1,047",198,810,0,28,0,11,53,280,"1,011",,,
Baltimore City Precinct 06-003,06-003,Adj,617,72,458,7,59,0,21,41,74,607,,,
Baltimore City Precinct 06-004,06-004,Adj,"1,514",782,519,8,194,0,11,77,302,"1,607",,,
Baltimore City Precinct 06-005,06-005,Adj,"2,788","1,672",936,23,141,1,15,145,700,"3,004",,,
Baltimore City Precinct 07-001,07-001,Adj,"1,738",105,"1,575",1,57,0,0,33,24,"1,268",,,
Baltimore City Precinct 07-002,07-002,Adj,748,168,346,4,230,0,0,38,32,712,,,
Baltimore City Precinct 07-003,07-003,Adj,"2,651",148,"2,448",12,35,0,8,98,274,"2,266",,,
Baltimore City Precinct 07-004,07-004,Adj,"2,583",128,"2,418",6,23,0,8,116,497,"2,374",,,
Baltimore City Precinct 08-001,08-001,Unadj,117,69,46,0,2,0,0,4,2,102,,,
Baltimore City Precinct 08-002,08-002,Adj,"1,789",152,"1,626",0,9,0,2,52,33,"1,419",,,
Baltimore City Precinct 08-003,08-003,Adj,"2,150",77,"2,048",3,14,0,8,47,49,"1,654",,,
Baltimore City Precinct 08-004,08-004,Adj,502,5,486,1,0,0,10,17,5,386,,,
Baltimore City Precinct 08-005,08-005,Adj,"1,672",38,"1,623",1,7,0,3,67,41,"1,439",,,
Baltimore City Precinct 08-006,08-006,Adj,"2,709",52,"2,625",4,16,0,12,92,77,"2,248",,,
Baltimore City Precinct 08-007,08-007,Adj,"1,705",53,"1,637",6,3,0,6,48,98,"1,371",,,
Baltimore City Precinct 08-008,08-008,Adj,990,540,411,3,28,0,8,53,41,869,,,
Baltimore City Precinct 08-009,08-009,Adj,90,15,72,0,1,0,2,2,4,76,,,
Baltimore City Precinct 08-010,08-010,Adj,"3,436",69,"3,332",15,6,0,14,81,135,"2,863",,,
Baltimore City Precinct 08-011,08-011,Adj,589,23,561,1,2,2,0,31,46,529,,,
Baltimore City Precinct 09-001,09-001,Adj,881,61,801,3,11,0,5,37,10,744,,,
Baltimore City Precinct 09-002,09-002,Adj,"1,202",161,"1,030",1,8,0,2,46,30,"1,067",,,
Baltimore City Precinct 09-003,09-003,Adj,"1,476",360,"1,082",1,24,0,9,64,68,"1,333",,,
Baltimore City Precinct 09-004,09-004,Adj,"2,203",599,"1,525",6,63,2,8,110,84,"2,064",,,
Baltimore City Precinct 09-005,09-005,Adj,"1,787",386,"1,387",2,7,1,4,78,28,"1,583",,,
Baltimore City Precinct 09-006,09-006,Adj,"2,057",125,"1,912",2,17,0,1,49,53,"1,788",,,
Baltimore City Precinct 09-007,09-007,Adj,"1,936",176,"1,732",4,12,0,12,91,69,"1,633",,,
Baltimore City Precinct 09-008,09-008,Adj,"1,386",24,"1,333",1,11,0,17,46,34,"1,150",,,
Baltimore City Precinct 09-009,09-009,Adj,"1,044",124,896,3,12,1,8,49,71,882,,,
Baltimore City Precinct 09-010,09-010,Adj,"1,466",282,"1,131",6,40,0,7,57,143,"1,293",,,
Baltimore City Precinct 09-011,09-011,Adj,416,8,392,0,6,0,10,11,22,331,,,
Baltimore City Precinct 09-012,09-012,Adj,"1,753",39,"1,698",6,7,0,3,59,44,"1,431",,,
Baltimore City Precinct 09-013,09-013,Adj,639,18,609,6,3,0,3,12,28,527,,,
Baltimore City Precinct 09-014,09-014,Adj,"1,640",62,"1,562",2,4,0,10,45,39,"1,337",,,
Baltimore City Precinct 09-015,09-015,Adj,"2,380",31,"2,324",10,0,0,15,27,48,"1,815",,,
Baltimore City Precinct 10-001,10-001,Adj,"1,182",18,"1,154",0,5,0,5,30,27,978,,,
Baltimore City Precinct 10-002,10-002,Adj,"1,441",19,"1,414",6,0,0,2,35,19,"1,119",,,
Baltimore City Precinct 10-003,10-003,Adj,"1,180",80,"1,098",3,1,-1,-1,23,26,937,,,
Baltimore City Precinct 10-004,10-004,Adj,703,17,676,5,4,0,1,20,10,622,,,
Baltimore City Precinct 11-001,11-001,Adj,"1,933","1,207",469,9,239,0,9,99,183,"2,111",,,
Baltimore City Precinct 11-002,11-002,Adj,637,241,285,1,106,0,4,54,71,725,,,
Baltimore City Precinct 11-003,11-003,Adj,"2,089","1,062",740,0,272,0,15,98,147,"2,138",,,
Baltimore City Precinct 11-004,11-004,Unadj,99,4,95,0,0,0,0,18,9,91,,,
Baltimore City Precinct 11-005,11-005,Adj,"2,065",752,"1,193",5,99,0,16,105,90,"1,904",,,
Baltimore City Precinct 11-006,11-006,Adj,"3,111","1,513","1,168",4,416,2,8,152,215,"3,339",,,
Baltimore City Precinct 11-007,11-007,Adj,"1,780","1,197",414,2,152,0,15,106,142,"1,966",,,
Baltimore City Precinct 12-001,12-001,Adj,"4,163","2,597",291,0,"1,245",0,30,255,216,"4,218",,,
Baltimore City Precinct 12-002,12-002,Adj,280,192,71,0,15,0,2,20,15,252,,,
Baltimore City Precinct 12-003,12-003,Adj,"1,032",579,112,0,336,0,5,28,77,"1,034",,,
Baltimore City Precinct 12-004,12-004,Adj,"3,692","1,746",392,2,"1,518",1,33,264,454,"4,227",,,
Baltimore City Precinct 12-005,12-005,Adj,"1,972","1,195",249,2,508,0,18,108,177,"2,095",,,
Baltimore City Precinct 12-006,12-006,Adj,"1,279",839,197,3,232,1,7,114,168,"1,473",,,
Baltimore City Precinct 12-007,12-007,Adj,"1,541",537,954,2,41,1,6,91,155,"1,493",,,
Baltimore City Precinct 12-008,12-008,Adj,"1,855","1,052",632,7,142,4,18,104,193,"1,954",,,
Baltimore City Precinct 12-009,12-009,Adj,"2,035","1,304",545,5,161,3,17,105,237,"2,137",,,
Baltimore City Precinct 12-010,12-010,Adj,"2,109",547,"1,484",4,62,2,10,89,199,"2,093",,,
Baltimore City Precinct 12-011,12-011,Adj,"1,267",255,960,3,48,0,1,62,76,"1,154",,,
Baltimore City Precinct 12-012,12-012,Adj,"2,018",732,"1,177",4,93,1,11,123,153,"2,000",,,
Baltimore City Precinct 12-013,12-013,Unadj,170,46,14,4,106,0,0,21,38,220,,,
Baltimore City Precinct 13-001,13-001,Adj,"2,124","1,386",233,1,483,1,20,61,73,"2,059",,,
Baltimore City Precinct 13-002,13-002,Adj,"1,438","1,118",220,1,95,0,4,56,53,"1,408",,,
Baltimore City Precinct 13-003,13-003,Adj,"2,434","2,164",160,6,92,0,12,137,130,"2,379",,,
Baltimore City Precinct 13-004,13-004,Adj,"1,412","1,186",74,3,135,0,14,63,81,"1,302",,,
Baltimore City Precinct 13-005,13-005,Adj,"1,029",813,168,10,32,0,6,49,58,994,,,
Baltimore City Precinct 13-006,13-006,Adj,812,34,769,4,0,0,5,30,16,689,,,
Baltimore City Precinct 13-007,13-007,Adj,"1,549",68,"1,471",1,5,0,4,39,37,"1,301",,,
Baltimore City Precinct 13-008,13-008,Adj,"2,063",243,"1,772",9,17,0,22,84,74,"1,769",,,
Baltimore City Precinct 13-009,13-009,Adj,"1,477",130,"1,324",11,8,1,3,76,29,"1,338",,,
Baltimore City Precinct 13-010,13-010,Adj,"1,790",302,"1,440",2,32,1,13,84,52,"1,609",,,
Baltimore City Precinct 13-011,13-011,Adj,"2,395","2,173",87,5,124,0,6,143,127,"2,387",,,
Baltimore City Precinct 13-012,13-012,Adj,"1,839","1,581",57,3,181,0,17,87,63,"1,757",,,
Baltimore City Precinct 13-013,13-013,Unadj,123,114,6,0,3,0,0,12,8,125,,,
Baltimore City Precinct 14-001,14-001,Adj,"1,790",917,393,1,466,0,13,114,151,"1,934",,,
Baltimore City Precinct 14-002,14-002,Adj,"1,083",412,636,2,21,1,11,28,42,986,,,
Baltimore City Precinct 14-003,14-003,Adj,"1,304",52,"1,233",2,7,0,10,30,21,933,,,
Baltimore City Precinct 14-004,14-004,Adj,"2,877",482,"2,321",8,49,4,13,121,71,"2,514",,,
Baltimore City Precinct 14-005,14-005,Adj,569,4,561,2,0,1,1,29,11,483,,,
Baltimore City Precinct 15-001,15-001,Adj,"1,954",47,"1,880",8,10,0,9,45,48,"1,679",,,
Baltimore City Precinct 15-002,15-002,Adj,"1,270",69,"1,187",5,6,0,3,27,40,"1,039",,,
Baltimore City Precinct 15-003,15-003,Adj,"2,726",45,"2,643",15,12,2,9,62,87,"2,306",,,
Baltimore City Precinct 15-004,15-004,Adj,"1,063",12,"1,027",5,13,1,5,28,17,896,,,
Baltimore City Precinct 15-005,15-005,Adj,"1,415",37,"1,364",4,6,2,2,54,45,"1,254",,,
Baltimore City Precinct 15-006,15-006,Adj,"2,019",25,"1,971",0,9,0,14,49,36,"1,646",,,
Baltimore City Precinct 15-007,15-007,Adj,"1,857",44,"1,795",1,5,1,11,30,48,"1,538",,,
Baltimore City Precinct 15-008,15-008,Adj,821,12,803,2,3,0,1,29,27,710,,,
Baltimore City Precinct 15-009,15-009,Adj,"3,348",102,"3,200",11,24,0,11,85,80,"2,752",,,
Baltimore City Precinct 15-010,15-010,Adj,"1,753",95,"1,617",5,16,0,20,70,52,"1,537",,,
Baltimore City Precinct 15-011,15-011,Adj,"1,740",67,"1,640",3,2,0,28,49,42,"1,449",,,
Baltimore City Precinct 15-012,15-012,Adj,364,18,338,4,1,0,3,14,9,302,,,
Baltimore City Precinct 15-013,15-013,Adj,913,1,908,1,2,0,1,15,8,733,,,
Baltimore City Precinct 15-014,15-014,Adj,"1,627",20,"1,593",7,3,0,4,46,17,"1,330",,,
Baltimore City Precinct 15-015,15-015,Adj,881,25,851,1,0,0,4,21,9,677,,,
Baltimore City Precinct 15-016,15-016,Adj,906,8,896,2,0,0,0,6,3,706,,,
Baltimore City Precinct 15-017,15-017,Adj,"1,747",13,"1,720",3,6,0,5,32,12,"1,407",,,
Baltimore City Precinct 15-018,15-018,Adj,"3,154",39,"3,087",3,9,2,14,79,54,"2,496",,,
Baltimore City Precinct 15-019,15-019,Adj,84,0,81,0,2,0,1,6,6,72,,,
Baltimore City Precinct 15-020,15-020,Adj,"3,133",251,"2,587",2,274,0,19,86,77,"2,776",,,
Baltimore City Precinct 15-021,15-021,Adj,"1,409",30,"1,364",0,9,3,3,41,31,"1,211",,,
Baltimore City Precinct 15-022,15-022,Adj,"1,171",52,"1,103",1,6,3,6,30,24,924,,,
Baltimore City Precinct 15-023,15-023,Adj,"2,277",102,"2,153",11,4,0,7,54,50,"1,943",,,
Baltimore City Precinct 15-024,15-024,Adj,"2,295",35,"2,243",5,0,1,11,74,48,"1,837",,,
Baltimore City Precinct 15-025,15-025,Adj,938,81,844,4,2,0,7,38,43,881,,,
Baltimore City Precinct 16-001,16-001,Adj,949,27,905,0,4,1,12,15,25,745,,,
Baltimore City Precinct 16-002,16-002,Adj,"1,518",34,"1,467",0,12,0,5,40,35,"1,316",,,
Baltimore City Precinct 16-003,16-003,Adj,941,33,894,0,5,1,8,27,33,805,,,
Baltimore City Precinct 16-004,16-004,Adj,632,10,607,1,5,2,7,17,13,510,,,
